imf1,imf2,imf3,imf4,imf5,imf6,imf7
4.695080845877353,4.530741901321687,11.111714528708276,40.14636180919174,32.15113648371286,-73.074648214798,638.159583345986
-1.6432169128568637,1.2664791684919636,9.16111269221341,40.99315813632648,32.35902971888006,-73.42719006981956,638.2006003667644
0.8711942269891173,-5.010629134683351,5.5999246102835665,41.469037741314196,32.36313061262409,-73.75433256009707,638.2516525035694
-0.03721063548487669,-8.657905959276302,0.7165850143433032,41.56375329667844,32.15797188793139,-74.05596228589471,638.3127686817028
-0.9774669259905782,-6.826307440829196,-5.112236398449021,41.25643433669472,31.7476266155472,-74.33201341343756,638.3839778264644
-3.726299653344317,-0.8111858664053329,-11.157805896309164,40.52003878794481,31.14234436690177,-74.58242500194432,638.4653088631566
1.9141772075559,7.1909988149256385,-16.544739719365335,39.326256521677514,30.35364300089174,-74.80713634276503,638.5567907170795
4.857697367836919,5.749098316167906,-20.418974155844772,37.64670980153351,29.393107984022794,-75.00608672725176,638.6584523135353
-0.7981521083986226,-1.7887483141265812,-22.479875874143268,35.45334438279746,28.272324782800823,-75.17921544675437,638.7703225778246
-4.670706857161198,-11.488954409930317,-22.51348670462056,32.72429556535568,27.002878863733542,-75.32646097300315,638.892429615626
2.749104733417399,-17.085651351722056,-20.301293391444695,29.4644445615311,25.596355693325673,-75.4477515247873,639.0247912796799
-2.3549277554304355,-16.894488747037283,-15.703471548597571,25.714149411151656,24.064340738084603,-75.54298409014017,639.1673941919692
1.1056126493640992,-11.032798204920324,-8.928687343609663,21.53928171726703,22.418419464516656,-75.61203839686037,639.3202077142427
4.259822517645039,-5.062823326599225,-0.6292223780243639,17.033614412348598,20.670177339128376,-75.6547895923934,639.483196627895
6.958619674410263,-1.7684217910721236,8.1906944011595,12.302694996938634,18.831199828425543,-75.67110414709765,639.6563170372358
-4.54758682805343,4.299950291146925,16.202949766971912,7.452937855779046,16.913072398914373,-75.66083063546318,639.8395071507044
-14.86826510488399,14.24742099534942,22.088032329782703,2.5865583178891653,14.927380517102586,-75.62380870693787,640.032696251698
16.03229353923317,22.040068794303885,24.63321887435917,-2.2072288700374036,12.885709649495002,-75.55987540904759,640.2358110216937
-14.033006040405011,15.061412135729329,23.037823155066885,-6.845784865838333,10.799645262599016,-75.4688666342219,640.44877698707
-4.174329841019983,5.276973779917768,17.945718569790095,-11.25004893092485,8.68077282292063,-75.3506175131509,640.6715189124673
2.6385145120953046,1.6623140365879472,10.360542719686457,-15.341049851337006,6.54067779696606,-75.20496268000133,640.9039610660025
0.8708654053667163,2.313640802294364,1.3499057581189369,-19.03964856387399,4.390945651241949,-75.03173647443052,641.1460274212826
-0.93554393718367,1.1199686720296653,-7.737759097583468,-22.266706005336495,2.243161852254942,-74.83077300294536,641.3976417187645
8.52481488520252,-5.615327457040433,-15.682125309001846,-24.943083112522636,0.10891186650986112,-74.60190619493629,641.6587275217887
-8.260074672502487,-15.399571776309852,-21.43473230337108,-26.989640822233643,-2.0002188394840754,-74.34496994521507,641.9292083591162
2.841737480307589,-16.120271953129716,-24.090682989695193,-28.327342449175895,-4.072644799223547,-74.05979814858877,642.2090077595055
3.0498005410165483,-8.734974348804261,-23.420218186952706,-28.889616089886605,-6.0968127672211905,-73.74622469986886,642.498049251717
-1.3691587345201408,-1.8038521136652028,-20.182584224613166,-28.674833635682013,-8.061756362165102,-73.40408349386327,642.7962563645088
0.25214423801272406,-0.5005656903692329,-15.353370636631924,-27.759645670622586,-9.958906441647196,-73.0332084253841,643.1035526266423
-2.011677486032077,3.6496626168498745,-9.95582544707903,-26.236089624024792,-11.782486037351541,-72.63343338923853,643.419861566876
3.9436177504583187,4.29378633387298,-4.574741736102323,-24.1950744571122,-13.528121824849135,-72.20459228023748,643.7451067139699
3.430035615489708,1.9754700334198736,0.38076355841771187,-21.72702343685132,-15.191926173968891,-71.74651899319005,644.0792115966829
-8.92779282606848,2.898021741546722,4.509290726401632,-18.9223612080916,-16.770198554657252,-71.25904742290624,644.4220997437752
8.156018638980902,4.87981199210161,7.7145309936779025,-15.872750300253239,-18.25927014431789,-70.7420114641952,644.7736946840059
-1.3104113159995494,5.418696765242155,10.190548999672622,-12.672082087983473,-19.6554541951996,-70.19524501186704,645.1339199461349
