imf1,imf2,imf3,imf4,imf5,imf6,imf7,res
-7.264281636676179,12.536250609794402,-18.533068663165746,-13.83230458540737,7.948355380290419,-50.2737285844241,-144.89450521124988,753.3032728908383
6.136880773669269,5.158520667028108,-29.412007389710297,-17.474235989726665,6.223062528835976,-49.72828842956319,-145.00526548159135,753.5513455210581
-5.6121268674827185,-8.54527743356071,-35.71421704110068,-20.65649382489719,4.4865099075047645,-49.14791419610122,-145.11328083821593,753.8028002938537
5.524374507687756,-10.107602538983073,-36.80253569199179,-23.285636888600443,2.7451282071077756,-48.532821351768376,-145.21853700419467,754.0576356607428
4.985530233423405,-4.079057368941026,-33.07211552252241,-25.291306766766212,1.0053481184570217,-47.88322536429527,-145.32101970259868,754.3158500732432
-2.185403684179943,2.8380949387001215,-25.888213213529873,-26.69547619831478,-0.7263996676363806,-47.19934170141365,-145.42071465649815,754.5774419828726
-6.679471314077926,7.378899102529286,-16.805959039006016,-27.543200710415366,-2.4436844603605508,-46.48138583085304,-145.5176075889651,754.8424098411488
-6.685412619138621,6.665289487596995,-7.279747925492085,-27.879535830237188,-4.140075568903395,-45.72957322034566,-145.61168422306923,755.1107520995891
5.179368898685068,-0.5286161611295839,1.6524895596390152,-27.74953708494819,-5.809142302454166,-44.94411933762092,-145.70293028188266,755.3824672097114
6.849121531233118,-5.855027917384805,9.107650073922716,-27.198125801637765,-7.444588170280694,-44.12523965041076,-145.79133148847552,755.6575536230337
-6.6122523698696,-3.3878183975518894,14.474436357758517,-26.269443690996297,-9.04089629804983,-43.27314962644502,-145.87687356591942,755.9360097910735
6.170568649278406,4.034727225711679,18.174683605544065,-25.006526999321196,-10.593655275821229,-42.388064733454726,-145.95954223728506,756.2178341653481
-3.0564204394171393,5.635247548243446,20.888510125176865,-23.45203746003901,-12.098828206525514,-41.47020043917158,-146.03932322564287,756.5030251973758
-4.895067726353901,1.0365937767761495,23.173901575963047,-21.648110019414347,-13.552904980255095,-40.51977221132516,-146.1162022540643,756.7915813386736
2.9193092819428657,-5.396693071470228,25.10031302284944,-19.636747926921075,-14.952507183893417,-39.53699551764667,-146.19016504562103,757.0835010407601
3.491880043664674,-6.48255733990017,26.649388526690068,-17.459954432032333,-16.294256404324777,-38.52208582586738,-146.26119732338222,757.3787827551521
-2.8915063707326385,-1.302662896348715,27.865792360505502,-15.15973278422152,-17.57477422843292,-37.47525860371782,-146.3292848104199,757.677424933368
1.64064155569113,5.458398463694861,28.531444978485784,-12.778086232962353,-18.790657664453153,-36.396753897576076,-146.39441322980494,757.9794260269248
2.1626262958099964,8.237490554639077,28.352562934038666,-10.355580492777285,-19.938339448518946,-35.28697602592356,-146.45656830460894,758.284784487341
-2.1006844344786018,5.873504700075707,27.10670064414558,-7.926707193969126,-21.013963908060006,-34.14661771594563,-146.51573575790155,758.5934987661336
2.2019033132399226,2.4993997999072812,24.87832700435034,-5.523224654231118,-22.01360941299234,-32.97643765233978,-146.57190131275502,758.9055673148207
-2.3396125953162756,-0.5682032110609496,21.828614312751945,-3.1761826460180824,-22.933354333232387,-31.77719451980492,-146.625050692239,759.2209885849197
2.395546787979015,-6.793342480431371,18.117196464152286,-0.9150925384881923,-23.769277038695876,-30.549647003039173,-146.6751696194251,759.5397610279484
-2.3600166807891867,-11.751878963764952,13.903322752528679,1.2309189000256024,-24.517455899300003,-29.294553786740437,-146.72224381738428,759.8618830954246
2.3343112770884518,-8.16381947421074,9.362331906822478,3.2327249011885604,-25.173969284959693,-28.012673555607368,-146.76625900918776,760.1873532388661
-2.427176538885396,1.4227466144376875,4.733920395825944,5.0611986966674865,-25.73489556559214,-26.70476499433781,-146.80720091790604,760.5161699097903
-1.9672420662302297,9.46079263044508,0.2738741232953572,6.687213518128532,-26.196313111113085,-25.3715867876303,-146.8450552666104,760.848331559715
0.5229841238933375,12.94158283571792,-3.7620210070135895,8.081642597237737,-26.55430029143886,-24.01389762018291,-146.87980777837132,761.1838366401577
3.387555128942497,10.67145161220433,-7.128206380004799,9.215359165661564,-26.80493547648532,-22.63245617669466,-146.9114441762601,761.5226836026366
0.5342752705893143,3.6739426722736788,-9.62003253521832,10.059236455065944,-26.944278984612527,-21.228039193419185,-146.93995018334766,761.8648708986688
-1.0530372506987318,-4.633286961839816,-11.049597587279353,10.590667983542506,-26.96830286532699,-19.801511675465314,-146.96531152270475,762.2103969797724
-4.321121995055646,-10.341964007301065,-11.255080796512825,10.813128414882772,-26.872896866072505,-18.353820930002914,-146.98751391740302,762.5592602974652
0.4442675972849348,-10.666780545964226,-10.121695669087124,10.739167203510709,-26.65393467166592,-16.885930326830305,-147.00654309051248,762.9114593032645
2.5609158656933526,-7.242544691811032,-7.76845697547625,10.392608346682698,-26.30834649292768,-15.3988032357448,-147.02238476510416,763.2669924486879
4.067712869441128,-2.540048216978743,-4.641875152107227,9.804056449878294,-25.837288644693622,-13.893403026543375,-147.0350246642501,763.6258581852537
-3.6480096496598455,1.3231036504876643,-1.2602060620394182,9.00621719071021,-25.244018513933746,-12.370693069023883,-147.04444851102016,763.9880549644791
0.42831569193972396,3.592060240806789,1.8582944316667906,8.035974431312862,-24.53597167213905,-10.83163673298364,-147.05064202848519,764.3535812378817
2.7019719066159946,4.741372355369432,4.1953704659519335,6.931256579951348,-23.721628236931586,-9.277197388219914,-147.05359093971703,764.7224354569798
-2.452192192077682,4.715905594389804,5.2327661777556225,5.729992044890793,-22.80946832593249,-7.708338404530274,-147.0532809677866,765.0946160732908
-2.075963928851552,1.518447032438725,4.633085907277652,4.4680317950434265,-21.80797205676412,-6.1260231517122214,-147.04969783576377,765.4701215383319
2.551274569252285,-2.555854909209848,2.7836781830447066,3.1714618133063586,-20.72546769373101,-4.531214999563762,-147.04282726672017,765.8489503036215
-2.710666788644031,-2.6396899093521227,0.2579652379850199,1.8584697288170156,-19.569676087874626,-2.924877317881144,-147.03265498372707,766.2311008206769
2.806012065035703,1.3846119875366731,-2.287662512461972,0.5457879421093543,-18.34816623691814,-1.307973476462962,-147.01916670985423,766.6165715410156
-1.4241015597941482,2.3910449657478714,-3.866336420575095,-0.7536701496685012,-17.06850713858575,0.3185331548941903,-147.0023481681744,767.0053609161558
-2.7657627312299065,-0.266525625240972,-3.7024753061037057,-2.0359446690736163,-15.738267790601896,1.9536792063924153,-146.98218508175745,767.3974673976152
2.7237821165902956,-3.2666104677692998,-2.24826394276333,-3.274618086838078,-14.36501719069048,3.5965013082338864,-146.95866317367407,767.7928894369111
-2.7003390183201454,-2.1604406161738696,-0.19578817762366585,-4.433003660494415,-12.956324336575458,5.246036090621839,-146.93176816699548,768.1916254855612
2.3044755092658598,0.8889478229031553,2.016252067497644,-5.473427967734562,-11.519758225981096,6.9013201837583935,-146.90148578479278,768.5936739950833
2.4848654337885945,3.6114517211986814,4.012171303191472,-6.358217586252066,-10.062887856631496,8.561390217846636,-146.8678017501374,768.9990334169956
-2.156784453996909,6.351217994134691,5.416284040048577,-7.049699093740015,-8.593282226250572,10.225282823088765,-146.8307017860994,769.4077022028149
1.729626305393976,9.76465108840327,5.857120284634327,-7.514668759907355,-7.118256136520861,11.892034629687139,-146.79017161574984,769.8196788040593
-1.0016804364570016,10.326298170464574,5.020190121907897,-7.740369950446872,-5.643875083399395,13.560682267844363,-146.74619696216016,770.2349616722466
-1.565888506172643,7.966053577750149,2.868583965471733,-7.728789034735301,-4.17502028057074,15.230262367763345,-146.6987635484012,770.6535492588947
2.38340214496851,4.452951665444823,-0.14291985780968774,-7.484480710066889,-2.716340420160142,16.899811559646476,-146.64785709754398,771.0754400155209
-3.915719385006354,0.4213182847365955,-3.4466505663802995,-7.0119996737358665,-1.2724841942939946,18.568366473695935,-146.5934633326587,771.5006323936427
2.4242098610962906,-8.433811672353318,-6.474937378684242,-6.315900623036159,0.1518997049014459,20.23496374011491,-146.5355679768171,771.9291248447782
7.816986008185893,-16.34369988151957,-8.660109513165317,-5.400738255262111,1.5521625853006409,21.898639989105448,-146.47415675309023,772.3609158204453
-6.06978226473968,-17.10152773554865,-9.476486525264274,-4.271067267707527,2.9236557547771493,23.558431850870083,-146.409215384548,772.7960037721608
-10.026634325148176,-7.920093446150924,-8.683351427615143,-2.9386970350835218,4.261730521205344,25.213375955611554,-146.34072959426248,773.2343871514433
9.742506474642722,8.400289243303428,-6.549986006676492,-1.4444556417670564,5.561738192458687,26.86250893353274,-146.26868510530397,773.6760644098099
7.442389000155943,18.10484715822649,-3.46267415811237,0.16357415044781742,6.819030076411536,28.504867414836145,-146.1930676407447,774.1210339987791
-2.8677197618730577,14.519444182539536,0.18707684269104075,1.8373095797673868,8.02895748093746,30.139488029723537,-146.11386292365341,774.5692943698675
-5.02569207621154,1.5906713648537218,3.9642864071604116,3.5286678843973673,9.186871713911165,31.765407408397735,-146.0310566771024,775.0208439745936
3.491779000115712,-12.730619397028114,7.338431389788953,5.189566302543586,10.288124083205902,33.38166218106167,-145.9446346241623,775.4756812644746
0.5398567389245474,-16.55342155394484,9.797077864869776,6.771922072412661,11.32806589669597,34.98728897791805,-145.85458248790474,775.9338046910285
-2.0220319402741027,-9.81544261706169,11.072103019327999,8.227652432210315,12.302048462255478,36.581324429168866,-145.76088599139996,776.3952127057731
0.2855163309313452,0.9286024145917811,11.262593279052405,9.508674620142724,13.205423087758168,38.1628051650167,-145.66353085771874,776.8599037602257
2.4467193777191514,9.907422229004286,10.538220843505243,10.577955157057062,14.033541081077976,39.73076781566488,-145.56250280993288,777.3278763059043
0.45958836059344343,13.115961378838538,9.024460781584732,11.442657694365463,14.78175375008902,41.2842490113144,-145.45778757111208,777.7991287943264
-2.4938417041171057,11.570753342616971,6.860106597863586,12.120995166120625,15.44541240266511,42.82228538216964,-145.34937086432856,778.2736596770097
-4.017055824833106,6.476441750349386,4.281422670175475,12.631180506376253,16.019868346680482,44.34391355843193,-145.23723841265257,778.7514674054721
4.111367910587199,-0.6416825068328702,1.5490410946712512,12.991426649185147,16.50047289000897,45.84817017030458,-145.1213759391553,779.232550431231
-2.24790931183884,-6.287460411673755,-1.0764060324986664,13.219946528600701,16.882577340524335,47.33409184798902,-145.00176916690737,779.7169072058045
-3.4070586498195166,-8.481964003191798,-3.334286615184113,13.334417444520934,17.16206864025591,48.800715221689,-144.8784038189803,780.2045361807099
2.8722992346017095,-7.4958012616486736,-5.015105311656711,13.35008335801636,17.33726707006032,50.247076921606805,-144.75126561844502,780.6954358074652
-1.1128198862596044,-5.703425283979769,-6.1139137978721205,13.280489387164105,17.408191753786916,51.6722135779442,-144.6203402883714,781.1896045375877
-1.9471860084386994,-4.666545044347831,-6.676900504209515,13.13888984783258,17.375140319481655,53.0751741189178,-144.48561355183125,781.6870408225952
-0.43305898829454803,-4.429330656591912,-6.750253861047049,12.938539055890356,17.23832104625639,54.45509682167666,-144.3470711318958,782.1877431140059
1.3343421695967543,-3.9429444863344973,-6.3750580774963375,12.686610123761934,16.998746269871653,55.811292888899466,-144.20469875163607,782.6917098633371
-1.0988664458815856,-2.0399959926563254,-5.571980477602882,12.365951350095017,16.661296097918807,57.143113680142626,-144.05848213412196,783.1989395221062
0.9001264901902317,1.2503466293237022,-4.35658416414544,11.953329830095104,16.23182762016553,58.449910554964575,-143.90840700242495,783.7094305418312
-0.788431715484815,2.6213889027051485,-2.7444322399035537,11.425512658966419,15.716197926380548,59.73103487292241,-143.75445907961645,784.2231813740302
0.8227801970941848,0.28003931478918354,-0.831725625156662,10.75926693191344,15.120264106332295,60.9858379935741,-143.59662408876645,784.7401904702199
-0.9925743949044603,-1.4136453853395325,0.9857369808649945,9.931359744141073,14.449883249788828,62.21367127647745,-143.4348877529473,785.260456281919
1.1993622650447517,-0.5741468440484518,2.3166863950263883,8.918558190853696,13.710912446518744,63.413886081188714,-143.2692357952285,785.7839772606446
-1.3276076842950433,0.15761744144942796,2.766220402799774,7.69743914601709,12.909399007529245,64.58583376726682,-143.0996539386818,786.3107518579145
-0.7325446730118582,0.14180823553454686,2.065309836789355,6.2497420587662464,12.052151128784736,65.72886569426862,-142.9261279063781,786.8407785252465
1.248163646055825,-0.05087260068487185,0.5180593151150549,4.580709997504574,11.14616722748741,66.84233322175211,-142.74864342138846,787.3740557141583
0.03309635983907411,0.03303011136673944,-1.2550845614661235,2.701509490761212,10.198445720840652,67.92558770927374,-142.56718620678265,787.9105818761674
-0.8732925136258934,0.5083277193022483,-2.5309310923395216,0.6233070670650731,9.215985026047207,68.97798051639266,-142.38174198563337,788.4503554627915
-1.085202315811036,1.1350010507196295,-2.602795397367858,-1.6427307450540418,8.205783560309902,69.99886300266539,-142.19229648101077,788.9933749255488
1.3257564049083557,0.8008181591915184,-1.2017537102025182,-4.068052822349549,7.174744581566997,70.9876816869144,-141.99883541598547,789.5396387159562
-1.8170441018148,-1.2035895963715315,1.2038885844093943,-6.5447100938448255,6.129390710697852,71.94426372502124,-141.80134451362937,790.089145285532
0.26469895597147153,-3.5570797523462243,3.413559184544564,-8.907930618399284,5.0761494093168515,72.86853143213091,-141.59980949701213,790.6418930857938
3.3560872565746545,-2.937710131761841,4.302933008734232,-10.9968322750296,4.02144813903883,73.76040712339041,-141.39421608920577,791.197880568259
-2.4791505545617554,1.7617958590788976,3.6667921272338226,-12.713496678338563,2.9717143614775017,74.61981311394521,-141.1845500132806,791.7571061844455
-4.8377815706703196,5.555013898514739,1.5595685713990175,-14.005619549995917,1.9333755382480424,75.44667171894125,-140.9707969923079,792.3195683858711
5.217549134336084,4.211071985489977,-1.7658504878280774,-14.828862791182008,0.9128591309647387,76.24090525352443,-140.75294274935817,792.885265624053
5.084342391119666,-1.9630547259252773,-5.29462203920585,-15.138940298499483,-0.0833554033364523,77.00243603284108,-140.5309730075032,793.4541963505095
-4.943716393895646,-5.927179517496627,-7.821414111418871,-14.891521750353334,-1.048832825816886,77.7311863720367,-140.30487348981342,794.0263590167581
1.4676776400881573,-1.988146246967116,-8.401797502597066,-14.05346217370014,-1.9784724580381354,78.4270785862577,-140.07462991936,794.6017520743167
3.6373172048280265,4.076325790552918,-7.121481232010946,-12.65340586287185,-2.868936846636309,79.09003499064914,-139.84022801921313,795.1803739747022
-2.87654545907695,5.1424756495082296,-4.273185661798023,-10.786030691432746,-3.717266294546719,79.71997790035817,-139.6016535124449,795.7622231694329
2.234971499704451,1.8119699717623639,-0.27218859560125264,-8.559487389592142,-4.5205011047045165,80.31682963052978,-139.35889212212547,796.3472981100268
-1.8026466463320454,0.003296496309710739,4.012775844640025,-6.081926687558605,-5.275681580044539,80.88051249631073,-139.11192957132602,796.9355972480007
1.5628287621305712,-2.368380923750842,7.939602736061913,-3.4614993155413076,-5.979848023502072,81.41094881284597,-138.86075158311752,797.5271190348733
-1.2103657105038692,-4.184680714713361,10.956852030105683,-0.8063560037495359,-6.630040738011466,81.9080608952823,-138.6053438805712,798.1218619221615
-1.3350345431159736,-2.4495672521725895,12.586621670798014,1.7753525176080158,-7.22330002650859,82.37177105876529,-138.3456921867574,798.7198243613832
1.194770061784305,1.6000592415662185,12.645161572505343,4.175475518322747,-7.756666191928486,82.8020016184409,-138.08178222474731,799.3210048040563
-1.011943934270839,3.9605515875708006,11.010608296682125,6.297513613681979,-8.227248777010908,83.19874412926055,-137.81359971761202,799.9254017016983
0.8775761954491144,2.3019911018154193,7.671107121914614,8.097604741737591,-8.632434283718274,83.56226710539667,-137.54113038842223,800.5330135058271
-0.9377588421478338,-1.6222460394838847,3.2296083777737463,9.56766594913711,-8.969678453818013,83.89290830082832,-137.26435996024952,801.1438386679602
1.3121008352547823,-3.6426056754147584,-1.554323507047572,10.705646223300407,-9.236437029077017,84.19100546953302,-136.98327415616404,801.7578756396152
-2.0195200276265224,-2.6074158970096084,-5.986577814313027,11.50949455164986,-9.43016575126294,84.45689636548931,-136.69785869923726,802.3751228723102
-0.034743555364826983,-0.6762734051108648,-9.666203746685476,11.977159921606248,-9.548320362142782,84.6909194162445,-136.40809998610925,802.9955788175624
2.542773599563138,1.1645646297790746,-12.374243509265245,12.106591320591486,-9.588356603484431,84.89341574362504,-136.11398710769885,803.6192419268898
5.022041788408213,2.3823284151930832,-13.887720288914826,11.896722690855665,-9.548715171883824,85.06472714302552,-135.81550982849376,804.24611065181
6.332066262422396,2.4110582736467485,-13.954452952840388,11.354413359326735,-9.431799491998476,85.20521831858454,-135.51265791298198,804.8761834438404
3.0620856034576542,0.92741595656085,-12.37361349815209,10.505818278159847,-9.241089578285504,85.31534560941202,-135.20542112565218,805.5094587544994
-3.4167383842322083,-1.0217778139245586,-9.489676216279275,9.390551600708708,-8.980088353945373,85.39558826335997,-134.89378923099167,806.1459350353044
-8.282971865791708,-1.9270681745138987,-5.90253897936978,8.050867496122711,-8.65259774747323,85.44645292674122,-134.57775199348788,806.7856107377726
-0.5740756242231058,-0.8365962828627271,-2.135574520760903,6.530106560884825,-8.263615708542455,85.46855583971193,-134.2572991776298,807.4284843134222
6.776826286046116,1.06051288584883,1.5045447151577154,4.871880998314373,-7.8184391921198735,85.46254064088717,-133.93242054790494,808.0745542137706
7.347588392730899,2.0436744294862015,4.761535328810641,3.11980301172863,-7.322365153173073,85.42905096888252,-133.6031058688019,808.7238188903361
0.6019602516709583,0.9505053571340294,7.445087581277125,1.3174848044458893,-6.780690546669801,85.36873046231406,-133.2693449048079,809.3762767946357
-5.283050068801025,-1.129723483259145,9.60994018227979,-0.49146142021555184,-6.198712327577315,85.28222275979698,-132.93112742041106,810.0319263781873
0.8528496804736745,-2.581613909305464,11.301420726276543,-2.2634234589379605,-5.581727450862558,85.17017149994633,-132.58844318009915,810.6907660925086
2.8698082594600596,-2.195534020998802,12.540785679299745,-3.9547891084029323,-4.935032871493692,85.0332203213791,-132.2412819483609,811.3527943891174
-1.8620013337466552,0.31747534565619495,13.330008605262815,-5.521946165292282,-4.263925544437896,84.87201286271025,-131.88963348968375,812.0180097195313
1.1143017347023465,2.4682375107049017,13.675748748451607,-6.9248202800722725,-3.5736078430543206,84.6871927625557,-131.53348756855607,812.6864105352681
-0.6249657872554637,3.4667134444433145,13.60224593968202,-8.139679180509866,-2.8689038142705785,84.47940365953082,-131.17283394946566,813.3579952878454
0.3467249831128088,4.087621434381935,13.150898378609796,-9.15509109683077,-2.1545429234052413,84.24928919225064,-130.80766239689973,814.0327624287805
-0.2377927502214147,4.127835036682927,12.389316736458008,-9.964320720717915,-1.4352546357782492,83.99749299933225,-130.43796267534765,814.710710409592
0.2739504790661807,2.604623843320405,11.3950561834458,-10.570655941014756,-0.7157684167081939,83.72465871938974,-130.06372454929604,815.3918376817969
-0.13738608360031296,-0.1770239759684622,10.202459832219471,-10.98000053077618,-0.0007036465937391156,83.4314299910404,-129.6849377832341,816.0761426969129
-0.7264632018092658,-2.9751251236815337,8.834014776672806,-11.198935790581759,0.7059978216923763,83.11845045289836,-129.30159214164917,816.7636239064582
1.1241650711801074,-4.759707512644791,7.3122081106988235,-11.235303187769446,1.4016543020345047,82.78636374358021,-128.91367738902954,817.4542797619501
-0.3647351179315249,-5.8541804556449595,5.659526928190949,-11.097986699407503,2.084626618048408,82.43581350170108,-128.52118328986273,818.1481087149062
-2.228044247214037,-6.56961098673778,3.901772569082272,-10.79607163303541,2.753476923820495,82.06744336587647,-128.1240996086363,818.8451092168443
2.9085216195660855,-6.855487688338321,2.0740936073624425,-10.338643296193649,3.4067673734380866,81.68189697472262,-127.72241610983951,819.5452797192822
0.5860946330822054,-5.896626611675929,0.20032729608796807,-9.735196421114672,4.043060120987802,81.27981796685506,-127.3161225579599,820.2486186737375
-4.307856211835353,-4.012420737050537,-1.6955451279985079,-8.996863438804544,4.660917320556743,80.86185402116399,-126.90521275775986,820.9551245317281
2.6975696295551765,-1.8365236034273513,-3.588528994705805,-8.135186204962734,5.258901126231887,80.4286689776369,-126.48969667509918,821.6647957447711
5.315388971721502,0.1553808805021224,-5.45362963384402,-7.161706575288163,5.83557369210077,79.98093071653686,-126.06958831611401,822.377630764385
0.1422334758953574,1.694081559282656,-7.265852375222547,-6.08796640547952,6.389497172249005,79.51930711812682,-125.64490168693857,823.0936280420868
-4.1733989793612825,3.1782886601286977,-9.00020254865101,-4.925507551236521,6.919233720764608,79.04446606266947,-125.2156507937089,823.8127860293949
-4.619090722928977,5.242951617696963,-10.63168548393891,-3.685871868257842,7.423345491734296,78.55707543042698,-124.78184964255864,824.5351031778262
-4.844117423126239,8.48476170608285,-12.135306510896234,-2.3806012122428593,7.9003946392447375,78.05780310166244,-124.34351223962362,825.2605779388989
4.130705825776389,11.871766625332764,-13.486070959332263,-1.0212374388899255,8.34894331738278,77.54731695663818,-123.90065259103818,825.9892087641302
3.459793403675749,12.546943201326192,-14.659052824265927,0.3807462613105157,8.767553680236297,77.02628487561698,-123.45328470293856,826.7209941050388
1.3805694296933486,8.83070340005246,-15.630096640887537,1.8141513587058098,9.154787881891481,76.49537473886173,-123.00142258145888,827.4559324131416
1.0527562723668908,1.9430904554185648,-16.377210669991605,3.2679595319139834,9.509208076435076,75.95525442663525,-122.54508023273426,828.1940221399561
-1.0490103488588411,-6.230228270241154,-16.87934522394952,4.731598631794638,9.829376417954403,75.40659181919975,-122.08427166289974,828.9352617370005
0.9461385948900476,-13.159718524021423,-17.11579280554414,6.194838699618991,10.113855060536437,74.85005479681811,-121.61901087809042,829.6796496557923
-1.743448733117023,-15.260494474566192,-17.06992182022677,7.648475166480953,10.361206158268045,74.28631123975246,-121.14931188444066,830.4271843478492
-2.029458541724343,-14.230608315978317,-16.74257982490206,9.083945312499715,10.570035017197789,73.71598587630507,-120.67518868808692,831.1778642646891
3.0292894036392664,-12.519430868755373,-16.15630869391275,10.492789218212316,10.739119551219794,73.13953082693038,-120.19665529516315,831.9316878578295
0.2928899221836252,-11.280712686990945,-15.338285552645628,11.866546964156939,10.86734394428391,72.55729194202831,-119.71372571180392,832.6886535787877
-5.1491293146895725,-9.507500076969931,-14.315687526486752,13.196758630870404,10.953844852716148,71.96936259962342,-119.22641394414606,833.4487598790823
-2.084619124209132,-6.435517356347363,-13.11569174082245,14.47496429889088,10.997842767501389,71.37575234307923,-118.73473399832268,834.2120052102301
6.399711165532607,-2.9516423319143374,-11.765475321038908,15.692704048755422,10.998641045888428,70.77638784949679,-118.2386998804693,834.9783880237493
2.0143154880302876,0.050061927951402296,-10.292215392522673,16.84151796100153,10.955563761692048,70.17117507941134,-117.73832559672115,835.7479067711572
-6.208621942388213,3.233867874038344,-8.723089080660124,17.912946116166673,10.867934988726923,69.56001999335808,-117.23362515321394,836.5205599039722
-2.817086018953019,7.394204864692888,-7.085273510837403,18.89852859478895,10.735078800807237,68.94282855187129,-116.72461255608137,837.2963458737114
3.157597847237115,11.858769776130881,-5.405945808441313,19.789805477405146,10.556319271748375,68.3195067154868,-116.21130181145972,838.0752631318927
3.86850691906701,15.580915210583475,-3.7122830988575526,20.57831684455325,10.330980475364171,67.68996044473906,-115.69370692548297,838.8573101300335
1.3996420191129713,17.743104310591235,-2.0314625074730337,21.255602776770495,10.058386485469889,67.05409570016278,-115.17184190428634,839.642485319652
-1.9936511996766948,18.496348188322187,-0.39066115967368553,21.813203354594513,9.73786137588007,66.41181844229364,-114.64572075400544,840.4307871522655
-1.705632675975036,18.404682518894617,1.1896661478252462,22.24265865856292,9.368729220409044,65.76303463166624,-114.11535748077479,841.2222140793917
0.018523175075196352,17.906034239211216,2.7159539329942426,22.535508769213088,8.950314092871572,65.10765022881554,-113.58076609072918,842.0167645525484
0.5322712318439449,17.09311026399019,4.201359042475239,22.683047524995672,8.482186309169197,64.44557119427685,-113.04196059000463,842.8144370232535
-0.6859806400928659,15.44592869443646,5.656600749217729,22.675536221595408,7.964948727968976,63.77670348858427,-112.4989549847343,843.6152299430242
1.1772842275034074,11.469308023861547,7.082648031401439,22.50258147190503,7.3998588907310365,63.1009530722739,-111.95176328105532,844.4191417633789
0.4660966473045859,7.159887474836461,8.478032293514143,22.152869742307942,6.78909448542357,62.41822590588018,-111.40039948510137,845.2261709358345
-0.1300501040090163,3.2889611059229793,9.841284940043451,21.61486935616582,6.135051343037526,61.72842794993773,-110.84487760300759,846.0363159119091
-3.316727650022538,0.03277547594870178,11.170937375477303,20.87704863684022,5.440103786770117,61.0314866727754,-110.28521164090962,846.8495751431204
3.7207037980476683,-3.3525976686272276,12.465521004303262,19.927875907692524,4.706540108646447,60.3274155738931,-109.72141560494185,847.665947080986
-3.8197306510940665,-9.544459501266713,13.72105040778296,18.758336315310356,3.936627092898812,59.616249660584394,-109.1535035012393,848.4854301770235
3.5418065896818547,-15.331940973856906,14.923472874274905,17.369482299184405,3.1326315237596596,58.898023940142686,-108.58148933593777,849.3080228827512
